Year,NetId,DistrictId,AgencyType,DistrictName,SchoolId,SchoolName,HSStatus,NumHSGrads,NumCollEnrolled,PctCollEnrolled,ACT_NumTested,MeanACT_Eng,MeanACT_Math,MeanACT_Read,MeanACT_Sci,MeanACT_Composite,ACT_PctCollReady_Eng,ACT_PctCollReady_Math,ACT_PctCollReady_Read,ACT_PctCollReady_Sci,ACT_PctCollReady_Composite,Totalpop,under24pct,TotalStudents,FrplStudents,FemaleStudents,AmInStudents,AsianStudents,HispanicStudents,BlackStudents,WhiteStudents,IslandStudents,MultiraceStudents,TchrRatio,GradRate5Yr,HSGrad4Yr_Overall_Numerator,HSGrad4Yr_Overall_Denominator,HSGrad4Yr_Overall_Rate,HSGrad4Yr_FreeReduced_Numerator,HSGrad4Yr_FreeReduced_Denominator,HSGrad4Yr_FreeReduced_Rate,HSGrad4Yr_AfricanAmerican_Numerator,HSGrad4Yr_AfricanAmerican_Denominator,HSGrad4Yr_AfricanAmerican_Rate,HSGrad4Yr_Hispanic_Numerator,HSGrad4Yr_Hispanic_Denominator,HSGrad4Yr_Hispanic_Rate,HSGrad4Yr_AmIn_Numerator,HSGrad4Yr_AmIn_Denominator,HSGrad4Yr_AmIn_Rate,HSGrad4Yr_Asian_Numerator,HSGrad4Yr_Asian_Denominator,HSGrad4Yr_Asian_Rate,HSGrad4Yr_White_Numerator,HSGrad4Yr_White_Denominator,HSGrad4Yr_White_Rate,HSGrad4Yr_Multirace_Numerator,HSGrad4Yr_Multirace_Denominator,HSGrad4Yr_Multirace_Rate,HSGrad4Yr_IEP_Numerator,HSGrad4Yr_IEP_Denominator,HSGrad4Yr_IEP_Rate,HSGrad4Yr_ELL_Numerator,HSGrad4Yr_ELL_Denominator,HSGrad4Yr_ELL_Rate,HSGrad4Yr_Migrant_Numerator,HSGrad4Yr_Migrant_Denominator,HSGrad4Yr_Migrant_Rate,HSGrad4Yr_Female_Numerator,HSGrad4Yr_Female_Denominator,HSGrad4Yr_Female_Rate,HSGrad4Yr_Male_Numerator,HSGrad4Yr_Male_Denominator,HSGrad4Yr_Male_Rate,HSGrad4Yr_Islander_Numerator,HSGrad4Yr_Islander_Denominator,HSGrad4Yr_Islander_Rate,HSGrad4Yr_Homeless_Numerator,HSGrad4Yr_Homeless_Denominator,HSGrad4Yr_Homeless_Rate,HSGrad4Yr_FosterCare_Numerator,HSGrad4Yr_FosterCare_Denominator,HSGrad4Yr_FosterCare_Rate,Gr4Math_NumEnrolled,Gr4Read_NumEnrolled,Gr8Math_NumEnrolled,Gr8Read_NumEnrolled,Gr4Math_NumFullAcadYear,Gr4Read_NumFullAcadYear,Gr8Math_NumFullAcadYear,Gr8Read_NumFullAcadYear,Gr4Math_NumTested,Gr4Read_NumTested,Gr8Math_NumTested,Gr8Read_NumTested,Gr4Math_PartRate,Gr4Read_PartRate,Gr8Math_PartRate,Gr8Read_PartRate,Gr4Math_NumNotProficient,Gr4Read_NumNotProficient,Gr8Math_NumNotProficient,Gr8Read_NumNotProficient,Gr4Math_NumProficient,Gr4Read_NumProficient,Gr8Math_NumProficient,Gr8Read_NumProficient,Gr4Math_PctProficient,Gr4Read_PctProficient,Gr8Math_PctProficient,Gr8Read_PctProficient
2003,,6039,,SIOUX CITY,60390136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070,1070,1023,1023,972,973,916,916,1059,1060,995,995,98.97196262,99.06542056,97.2629521,97.2629521,,,,,649,682,549,506,66.76954733,70.09249743,59.93449782,55.24017467
2003,,6039,,SIOUX CITY,60390145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070,1070,1023,1023,972,973,916,916,1059,1060,995,995,98.97196262,99.06542056,97.2629521,97.2629521,,,,,649,682,549,506,66.76954733,70.09249743,59.93449782,55.24017467
2003,,6091,,SOUTH CENTRAL CALHOUN,60910109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,44,44,45,45,44,44,45,45,44,44,100,100,100,100,,,,,30,39,26,25,66.66666667,86.66666667,59.09090909,56.81818182
2003,,6093,,SOLON,60930172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97,81,81,93,93,81,81,96,96,81,81,98.96907216,98.96907216,100,100,,,,,72,75,72,69,77.41935484,80.64516129,88.88888889,85.18518519
2003,,6094,,SOUTHEAST WARREN,60940109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,47,47,42,42,43,43,50,50,47,47,100,100,100,100,,,,,39,36,29,24,92.85714286,85.71428571,67.44186047,55.81395349
2003,,6095,,SOUTH HAMILTON,60950109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,63,53,53,56,56,51,51,63,63,53,53,100,100,100,100,,,,,51,48,37,37,91.07142857,85.71428571,72.54901961,72.54901961
2003,,6096,,SOUTHEAST WEBSTER GRAND,60960172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,48,48,37,37,48,48,39,39,48,48,100,100,100,100,,,,,26,29,33,30,70.27027027,78.37837838,68.75,62.5
2003,,6097,,SOUTH PAGE,60970172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,23,23,14,14,23,23,14,14,23,23,100,100,100,100,,,,,14,11,16,15,100,78.57142857,69.56521739,65.2173913
2003,,6098,,SOUTH TAMA COUNTY,60980109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,132,134,134,109,107,119,119,127,127,124,124,96.21212121,96.21212121,92.53731343,92.53731343,,,,,72,75,86,81,66.05504587,70.09345794,72.26890756,68.06722689
2003,,6099,,SOUTH O'BRIEN,60990109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,53,53,44,45,50,50,45,45,52,52,100,100,98.11320755,98.11320755,,,,,37,35,45,43,84.09090909,77.77777778,90,86
2003,,6100,,SOUTH WINNESHIEK,61000109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,47,47,38,38,47,47,38,38,47,47,100,100,100,100,,,,,28,26,35,31,73.68421053,68.42105263,74.46808511,65.95744681
2003,,6101,,SOUTHEAST POLK,61010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,362,309,309,362,362,307,308,362,362,307,308,100,100,99.35275081,99.6763754,,,,,278,280,232,228,76.79558011,77.3480663,75.57003257,74.02597403
2003,,6101,,SOUTHEAST POLK,61010114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,362,309,309,362,362,307,308,362,362,307,308,100,100,99.35275081,99.6763754,,,,,278,280,232,228,76.79558011,77.3480663,75.57003257,74.02597403
2003,,6102,,SPENCER,61020109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,117,164,164,115,114,160,160,115,114,160,160,98.29059829,97.43589744,97.56097561,97.56097561,,,,,93,99,126,120,80.86956522,86.84210526,78.75,75
2003,,6120,,SPIRIT LAKE,61200109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,82,110,110,78,78,103,103,81,81,110,110,98.7804878,98.7804878,100,100,,,,,69,70,84,85,88.46153846,89.74358974,81.55339806,82.52427184
2003,,6138,,SPRINGVILLE,61380172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33,33,33,33,33,33,33,33,33,33,33,100,100,100,100,,,,,24,26,24,25,72.72727273,78.78787879,72.72727273,75.75757576
2003,,6165,,STANTON,61650109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,31,31,24,24,27,27,24,24,31,31,100,100,100,100,,,,,23,20,21,20,95.83333333,83.33333333,77.77777778,74.07407407
2003,,6175,,STARMONT,61750109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,67,56,56,67,67,56,56,67,67,56,56,100,100,100,100,,,,,46,49,41,43,68.65671642,73.13432836,73.21428571,76.78571429
2003,,6219,,STORM LAKE,62190109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,142,142,133,140,142,141,133,140,142,141,95,100,100,99.29577465,,,,,94,87,90,79,70.67669173,62.14285714,63.38028169,56.02836879
2003,,6264,,WEST CENTRAL VALLEY,62640109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72,76,76,62,61,73,73,72,72,76,76,100,100,100,100,,,,,50,54,43,42,80.64516129,88.52459016,58.90410959,57.53424658
2003,,6273,,SUMNER,62730109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,59,58,58,58,58,55,56,59,59,58,57,100,100,100,98.27586207,,,,,52,50,46,40,89.65517241,86.20689655,83.63636364,71.42857143
2003,,6408,,TIPTON,64080109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,58,60,60,58,58,56,56,58,58,58,58,100,100,96.66666667,96.66666667,,,,,51,51,48,46,87.93103448,87.93103448,85.71428571,82.14285714
2003,,6453,,TREYNOR,64530172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,53,51,51,45,45,50,50,53,53,51,51,100,100,100,100,,,,,41,41,43,44,91.11111111,91.11111111,86,88
2003,,6460,,TRI-CENTER,64600109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,64,64,45,45,64,64,45,45,64,64,100,100,100,100,,,,,37,38,47,49,82.22222222,84.44444444,73.4375,76.5625
2003,,6462,,TRI-COUNTY,64620109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,27,27,25,25,23,23,26,26,27,27,100,100,100,100,,,,,20,18,14,14,80,72,60.86956522,60.86956522
2003,,6471,,TRIPOLI,64710172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,57,39,39,52,52,39,39,57,57,39,39,100,100,100,100,,,,,43,45,30,27,82.69230769,86.53846154,76.92307692,69.23076923
2003,,6509,,TURKEY VALLEY,65090172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,49,49,35,35,48,48,37,37,49,49,100,100,100,100,,,,,25,25,39,27,71.42857143,71.42857143,81.25,56.25
2003,,6512,,TWIN CEDARS,65120109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,34,34,39,39,34,34,39,39,34,34,100,100,100,100,,,,,25,24,18,15,64.1025641,61.53846154,52.94117647,44.11764706
2003,,6516,,TWIN RIVERS COMM SCHOOL DISTRICT,65160172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,,12,12,,,100,100,,,,,,,,,,,,,,
2003,,6534,,UNDERWOOD,65340109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,55,55,43,43,55,55,43,43,55,55,100,100,100,100,,,,,33,32,35,28,76.74418605,74.41860465,63.63636364,50.90909091
2003,,6536,,UNION,65360109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,82,81,81,78,78,75,75,82,82,81,81,100,100,100,100,,,,,62,63,58,56,79.48717949,80.76923077,77.33333333,74.66666667
2003,,6579,,URBANDALE,65790109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,230,259,259,217,217,250,251,226,226,257,258,98.26086957,98.26086957,99.22779923,99.61389961,,,,,203,199,201,197,93.5483871,91.70506912,80.4,78.48605578
2003,,6591,,VALLEY,65910109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,52,52,37,37,49,49,41,41,52,52,100,100,100,100,,,,,27,31,31,34,72.97297297,83.78378378,63.26530612,69.3877551
2003,,6592,,VAN BUREN,65920109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,71,71,37,37,46,46,43,43,71,71,100,100,100,100,,,,,31,28,28,29,83.78378378,75.67567568,60.86956522,63.04347826
2003,,6615,,VAN METER,66150172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,30,30,48,48,29,29,48,48,30,30,100,100,100,100,,,,,40,42,24,26,83.33333333,87.5,82.75862069,89.65517241
2003,,6633,,VENTURA,66330172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,17,17,30,30,17,17,30,30,17,17,100,100,100,100,,,,,24,28,10,12,80,93.33333333,58.82352941,70.58823529
2003,,6651,,VILLISCA COMM SCHOOL DISTRICT,66510109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,38,38,28,28,33,33,30,30,38,38,100,100,100,100,,,,,25,23,26,20,89.28571429,82.14285714,78.78787879,60.60606061
2003,,6660,,VINTON-SHELLSBURG,66600109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,144,138,138,138,138,135,135,141,140,136,136,97.91666667,97.22222222,98.55072464,98.55072464,,,,,110,104,112,97,79.71014493,75.36231884,82.96296296,71.85185185
2003,,6700,,WACO,67000109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,44,44,39,39,44,44,40,40,44,44,100,100,100,100,,,,,30,27,32,31,76.92307692,69.23076923,72.72727273,70.45454545
2003,,6741,,EAST SAC COUNTY,67410109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,47,47,39,39,44,44,42,42,47,47,100,100,100,100,,,,,33,32,31,34,84.61538462,82.05128205,70.45454545,77.27272727
2003,,6750,,WALNUT,67500109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,22,22,17,17,22,22,18,18,22,22,100,100,100,100,,,,,14,13,16,15,82.35294118,76.47058824,72.72727273,68.18181818
2003,,6759,,WAPELLO,67590109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,60,60,49,49,53,53,51,51,60,60,100,100,100,100,,,,,33,39,37,33,67.34693878,79.59183673,69.81132075,62.26415094
2003,,6762,,WAPSIE VALLEY,67620109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,45,45,29,29,45,45,29,29,45,45,100,100,100,100,,,,,25,23,32,31,86.20689655,79.31034483,71.11111111,68.88888889
2003,,6768,,WASHINGTON,67680109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,119,158,158,105,105,141,142,119,119,158,158,100,100,100,100,,,,,75,72,118,107,71.42857143,68.57142857,83.68794326,75.35211268
2003,,6768,,WASHINGTON,67680218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,119,158,158,105,105,141,142,119,119,158,158,100,100,100,100,,,,,75,72,118,107,71.42857143,68.57142857,83.68794326,75.35211268
2003,,6795,,WATERLOO,67950109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,816,784,784,742,738,701,703,790,788,718,718,96.81372549,96.56862745,91.58163265,91.58163265,,,,,373,409,366,365,50.26954178,55.4200542,52.21112696,51.92034139
2003,,6795,,WATERLOO,67950111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,816,784,784,742,738,701,703,790,788,718,718,96.81372549,96.56862745,91.58163265,91.58163265,,,,,373,409,366,365,50.26954178,55.4200542,52.21112696,51.92034139
2003,,6795,,WATERLOO,67950118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,816,784,784,742,738,701,703,790,788,718,718,96.81372549,96.56862745,91.58163265,91.58163265,,,,,373,409,366,365,50.26954178,55.4200542,52.21112696,51.92034139
2003,,6795,,WATERLOO,67950127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,816,784,784,742,738,701,703,790,788,718,718,96.81372549,96.56862745,91.58163265,91.58163265,,,,,373,409,366,365,50.26954178,55.4200542,52.21112696,51.92034139
2003,,6822,,WAUKEE,68220109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,244,221,221,227,227,192,192,244,244,221,221,100,100,100,100,,,,,197,196,162,157,86.78414097,86.34361233,84.375,81.77083333
2003,,6840,,WAVERLY-SHELL ROCK,68400109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,133,149,149,127,127,142,142,133,133,149,149,100,100,100,100,,,,,109,111,118,97,85.82677165,87.4015748,83.09859155,68.30985915
2003,,6840,,WAVERLY-SHELL ROCK,68400118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,133,149,149,127,127,142,142,133,133,149,149,100,100,100,100,,,,,109,111,118,97,85.82677165,87.4015748,83.09859155,68.30985915
2003,,6854,,WAYNE,68540109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,53,53,46,46,52,52,48,48,53,53,100,100,100,100,,,,,38,43,34,38,82.60869565,93.47826087,65.38461538,73.07692308
2003,,6867,,WEBSTER CITY,68670109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,104,138,138,104,104,138,138,104,104,138,138,100,100,100,100,,,,,94,92,101,94,90.38461538,88.46153846,73.1884058,68.11594203
2003,,6867,,WEBSTER CITY,68670118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,104,138,138,104,104,138,138,104,104,138,138,100,100,100,100,,,,,94,92,101,94,90.38461538,88.46153846,73.1884058,68.11594203
2003,,6921,,WEST BEND-MALLARD,69210109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,34,34,27,27,34,34,27,27,34,34,100,100,100,100,,,,,23,22,28,25,85.18518519,81.48148148,82.35294118,73.52941176
2003,,6930,,WEST BRANCH,69300109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,66,65,55,55,66,65,55,55,66,65,100,100,100,100,,,,,49,45,50,51,89.09090909,81.81818182,75.75757576,78.46153846
2003,,6937,,WEST BURLINGTON IND,69370109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,59,59,46,46,53,53,52,52,59,59,100,100,100,100,,,,,31,29,35,35,67.39130435,63.04347826,66.03773585,66.03773585
2003,,6943,,WEST CENTRAL,69430172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,34,34,19,19,34,34,19,19,34,34,100,100,100,100,,,,,15,16,27,27,78.94736842,84.21052632,79.41176471,79.41176471
2003,,6950,,WEST DELAWARE COUNTY,69500109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,161,161,96,96,161,159,96,98,161,159,96,98,100,98.75776398,,,,,67,71,133,125,69.79166667,73.95833333,82.60869565,78.6163522
2003,,6957,,WEST DES MOINES,69570109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,708,701,701,632,632,629,629,695,690,685,687,98.16384181,97.45762712,97.71754636,98.00285307,,,,,571,542,545,520,90.34810127,85.75949367,86.645469,82.6709062
2003,,6957,,WEST DES MOINES,69570118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,708,701,701,632,632,629,629,695,690,685,687,98.16384181,97.45762712,97.71754636,98.00285307,,,,,571,542,545,520,90.34810127,85.75949367,86.645469,82.6709062
2003,,6961,,WESTERN DUBUQUE,69610109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,177,181,181,177,177,181,181,177,177,181,181,100,100,100,100,,,,,142,147,129,127,80.2259887,83.05084746,71.27071823,70.16574586
2003,,6961,,WESTERN DUBUQUE,69610172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,177,181,181,177,177,181,181,177,177,181,181,100,100,100,100,,,,,142,147,129,127,80.2259887,83.05084746,71.27071823,70.16574586
2003,,6969,,WEST HARRISON,69690109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,39,39,37,37,39,39,37,37,39,39,100,100,100,100,,,,,22,25,27,26,59.45945946,67.56756757,69.23076923,66.66666667
2003,,6975,,WEST LIBERTY,69750109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,76,103,103,69,69,94,94,75,75,102,102,98.68421053,98.68421053,99.02912621,99.02912621,,,,,50,43,70,59,72.46376812,62.31884058,74.46808511,62.76595745
2003,,6983,,WEST LYON,69830109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,80,80,55,55,77,77,55,55,80,80,100,100,100,100,,,,,47,49,62,64,85.45454545,89.09090909,80.51948052,83.11688312
2003,,6985,,WEST MARSHALL,69850109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,67,58,58,67,67,58,58,67,67,58,58,100,100,100,100,,,,,53,54,43,38,79.10447761,80.59701493,74.13793103,65.51724138
2003,,6987,,WEST MONONA,69870109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,52,52,43,43,51,51,49,49,52,52,100,100,100,100,,,,,28,34,42,37,65.11627907,79.06976744,82.35294118,72.54901961
2003,,6990,,WEST SIOUX,69900109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,53,66,66,43,43,66,66,46,46,66,66,86.79245283,86.79245283,100,100,,,,,30,28,47,48,69.76744186,65.11627907,71.21212121,72.72727273
2003,,6992,,WESTWOOD,69920109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,47,47,45,45,47,47,45,45,47,47,100,100,100,100,,,,,32,37,32,35,71.11111111,82.22222222,68.08510638,74.46808511
2003,,7002,,WHITING,70020109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,22,22,20,20,22,22,20,20,22,22,100,100,100,100,,,,,19,19,18,16,95,95,81.81818182,72.72727273
