Year,NetId,DistrictId,AgencyType,DistrictName,SchoolId,SchoolName,HSStatus,NumHSGrads,NumCollEnrolled,PctCollEnrolled,ACT_NumTested,MeanACT_Eng,MeanACT_Math,MeanACT_Read,MeanACT_Sci,MeanACT_Composite,ACT_PctCollReady_Eng,ACT_PctCollReady_Math,ACT_PctCollReady_Read,ACT_PctCollReady_Sci,ACT_PctCollReady_Composite,Totalpop,under24pct,TotalStudents,FrplStudents,FemaleStudents,AmInStudents,AsianStudents,HispanicStudents,BlackStudents,WhiteStudents,IslandStudents,MultiraceStudents,TchrRatio,GradRate5Yr,HSGrad4Yr_Overall_Numerator,HSGrad4Yr_Overall_Denominator,HSGrad4Yr_Overall_Rate,HSGrad4Yr_FreeReduced_Numerator,HSGrad4Yr_FreeReduced_Denominator,HSGrad4Yr_FreeReduced_Rate,HSGrad4Yr_AfricanAmerican_Numerator,HSGrad4Yr_AfricanAmerican_Denominator,HSGrad4Yr_AfricanAmerican_Rate,HSGrad4Yr_Hispanic_Numerator,HSGrad4Yr_Hispanic_Denominator,HSGrad4Yr_Hispanic_Rate,HSGrad4Yr_AmIn_Numerator,HSGrad4Yr_AmIn_Denominator,HSGrad4Yr_AmIn_Rate,HSGrad4Yr_Asian_Numerator,HSGrad4Yr_Asian_Denominator,HSGrad4Yr_Asian_Rate,HSGrad4Yr_White_Numerator,HSGrad4Yr_White_Denominator,HSGrad4Yr_White_Rate,HSGrad4Yr_Multirace_Numerator,HSGrad4Yr_Multirace_Denominator,HSGrad4Yr_Multirace_Rate,HSGrad4Yr_IEP_Numerator,HSGrad4Yr_IEP_Denominator,HSGrad4Yr_IEP_Rate,HSGrad4Yr_ELL_Numerator,HSGrad4Yr_ELL_Denominator,HSGrad4Yr_ELL_Rate,HSGrad4Yr_Migrant_Numerator,HSGrad4Yr_Migrant_Denominator,HSGrad4Yr_Migrant_Rate,HSGrad4Yr_Female_Numerator,HSGrad4Yr_Female_Denominator,HSGrad4Yr_Female_Rate,HSGrad4Yr_Male_Numerator,HSGrad4Yr_Male_Denominator,HSGrad4Yr_Male_Rate,HSGrad4Yr_Islander_Numerator,HSGrad4Yr_Islander_Denominator,HSGrad4Yr_Islander_Rate,HSGrad4Yr_Homeless_Numerator,HSGrad4Yr_Homeless_Denominator,HSGrad4Yr_Homeless_Rate,HSGrad4Yr_FosterCare_Numerator,HSGrad4Yr_FosterCare_Denominator,HSGrad4Yr_FosterCare_Rate,Gr4Math_NumEnrolled,Gr4Read_NumEnrolled,Gr8Math_NumEnrolled,Gr8Read_NumEnrolled,Gr4Math_NumFullAcadYear,Gr4Read_NumFullAcadYear,Gr8Math_NumFullAcadYear,Gr8Read_NumFullAcadYear,Gr4Math_NumTested,Gr4Read_NumTested,Gr8Math_NumTested,Gr8Read_NumTested,Gr4Math_PartRate,Gr4Read_PartRate,Gr8Math_PartRate,Gr8Read_PartRate,Gr4Math_NumNotProficient,Gr4Read_NumNotProficient,Gr8Math_NumNotProficient,Gr8Read_NumNotProficient,Gr4Math_NumProficient,Gr4Read_NumProficient,Gr8Math_NumProficient,Gr8Read_NumProficient,Gr4Math_PctProficient,Gr4Read_PctProficient,Gr8Math_PctProficient,Gr8Read_PctProficient
2010,,7083,1-Regular local school district that is NOT a component of a supervisory union,WODEN-CRYSTAL LAKE COMM SCHOOL DISTRICT,70830172,WODEN-CRYSTAL LAKE-TITONKA HIGH SCHOOL (7083-0172),,17,12,70.59,,,,,,,,,,,,,,131,34,50,1,0,2,1,105,0,2,11.59,,17,19,89.47,,,,0,0,,0,0,,,,,0,0,,16,18,88.89,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,7092,1-Regular local school district that is NOT a component of a supervisory union,WOODBINE,70920109,WOODBINE HIGH SCHOOL (7092-0109),,32,26,81.25,,,,,,,,,,,,,,433,134,198,0,2,6,1,393,1,3,10.67,,32,34,94.12,,,,0,0,,0,0,,0,0,,0,0,,32,34,94.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,39,39,21,21,38,38,23,23,39,39,100,100,100,100,,,,,15,13,30,28,71.43,61.9,78.95,73.68
2010,,7098,1-Regular local school district that is NOT a component of a supervisory union,WOODBURY CENTRAL,70980109,WOODBURY CENTRAL HIGH SCHOOL (7098-0109),,39,32,82.05,,,,,,,,,,,,,,586,119,277,6,4,24,1,563,0,12,13.38,,39,39,100,11,11,100,0,0,,0,0,,0,0,,0,0,,38,38,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,53,53,41,41,51,51,45,45,53,53,100,100,100,100,,,,,29,28,37,40,70.73,68.29,72.55,78.43
2010,,7110,1-Regular local school district that is NOT a component of a supervisory union,WOODWARD-GRANGER,71100109,WOODWARD-GRANGER HIGH SCHOOL (7110-0109),,37,23,62.16,,,,,,,,,,,,,,798,265,364,5,4,32,70,839,0,25,10.07,,37,43,86.05,,,,,,,0,0,,0,0,,,,,35,40,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,39,39,50,50,35,35,50,50,39,39,100,100,100,100,,,,,39,38,28,23,78,76,80,65.71
2010,,7110,1-Regular local school district that is NOT a component of a supervisory union,WOODWARD-GRANGER,71100118,,,,,,,,,,,,,,,,,,,798,265,364,5,4,32,70,839,0,25,10.07,,37,43,86.05,,,,,,,0,0,,0,0,,,,,35,40,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,39,39,50,50,35,35,50,50,39,39,100,100,100,100,,,,,39,38,28,23,78,76,80,65.71
2010,,7110,1-Regular local school district that is NOT a component of a supervisory union,WOODWARD-GRANGER,71100996,,,,,,,,,,,,,,,,,,,798,265,364,5,4,32,70,839,0,25,10.07,,37,43,86.05,,,,,,,0,0,,0,0,,,,,35,40,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,39,39,50,50,35,35,50,50,39,39,100,100,100,100,,,,,39,38,28,23,78,76,80,65.71
2011,,9,,AGWSR,90109,AGWSR HIGH SCHOOL (0009-0109),,50,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,50,51,98.04,12,12,100,,,,,,,,,,,,,48,49,97.96,,,,9,10,90,,,,,,,27,27,100,23,24,95.83,,,,,,,,,,38,38,45,45,34,34,42,42,38,38,45,45,100,100,100,100,,,,,30,32,37,34,88.24,94.12,88.1,80.95
2011,,18,,ADAIR-CASEY COMM SCHOOL DISTRICT,180172,ADAIR-CASEY JR-SR HIGH SCHOOL (0018-0172),,26,19,73.08,,,,,,,,,,,,,,,,,,,,,,,,,,27,29,93.1,12,12,100,,,,,,,,,,,,,24,26,92.31,,,,,,,,,,,,,9,11,81.82,18,18,100,,,,,,,,,,26,26,20,20,26,26,19,19,26,26,20,20,100,100,100,100,,,,,24,21,14,12,92.31,80.77,73.68,63.16
2011,,27,,ADEL-DESOTO-MINBURN COMMUNITY SCHOOL DISTRICT (0027),270172,ADM SENIOR HIGH SCHOOL (0027-0172),,97,67,69.07,,,,,,,,,,,,,,,,,,,,,,,,,,97,101,96.04,14,15,93.33,,,,,,,,,,,,,91,95,95.79,,,,11,13,84.62,,,,,,,45,47,95.74,52,54,96.3,,,,,,,,,,118,118,132,132,102,102,126,126,118,118,132,132,100,100,100,100,,,,,83,84,114,109,81.37,82.35,90.48,86.51
2011,,63,,AKRON WESTFIELD,630172,AKRON WESTFIELD SENIOR HIGH SCHOOL (0063-0172),,37,22,59.46,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,100,,,,,,,,,,,,,,,,35,35,100,,,,,,,,,,,,,20,20,100,17,17,100,,,,,,,,,,35,35,38,38,31,31,36,36,35,35,38,38,100,100,100,100,,,,,27,28,34,31,87.1,90.32,94.44,86.11
2011,,81,,ALBIA,810109,ALBIA HIGH SCHOOL (0081-0109),,94,68,72.34,,,,,,,,,,,,,,,,,,,,,,,,,,94,98,95.92,38,42,90.48,,,,,,,,,,,,,91,95,95.79,,,,,,,,,,,,,48,50,96,46,48,95.83,,,,,,,,,,85,85,95,95,78,78,84,84,85,85,95,95,100,100,100,100,,,,,58,64,57,66,74.36,82.05,67.86,78.57
2011,,99,,ALBURNETT,990172,ALBURNETT JUNIOR-SENIOR HIGH SCHOOL (0099-0172),,43,31,72.09,,,,,,,,,,,,,,,,,,,,,,,,,,44,48,91.67,,,,,,,,,,,,,,,,43,47,91.49,,,,,,,,,,,,,26,27,96.3,18,21,85.71,,,,,,,,,,44,44,66,66,42,42,63,63,44,44,66,66,100,100,100,100,,,,,42,41,46,48,100,97.62,73.02,76.19
2011,,126,,ALGONA,1260109,ALGONA HIGH SCHOOL (0126-0109),,107,83,77.57,,,,,,,,,,,,,,,,,,,,,,,,,,107,114,93.86,34,41,82.93,,,,,,,,,,,,,101,107,94.39,,,,13,16,81.25,,,,,,,52,56,92.86,55,58,94.83,,,,,,,,,,84,83,93,93,78,77,85,86,83,82,92,93,98.80952381,98.79518072,98.92473118,100,,,,,60,61,71,77,76.92,79.22,83.53,89.53
2011,,126,,ALGONA,1260118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,114,93.86,34,41,82.93,,,,,,,,,,,,,101,107,94.39,,,,13,16,81.25,,,,,,,52,56,92.86,55,58,94.83,,,,,,,,,,84,83,93,93,78,77,85,86,83,82,92,93,98.80952381,98.79518072,98.92473118,100,,,,,60,61,71,77,76.92,79.22,83.53,89.53
2011,,135,,ALLAMAKEE,1350109,WAUKON HIGH SCHOOL (0135-0109),,128,93,72.66,,,,,,,,,,,,,,,,,,,,,,,,,,130,132,98.48,61,62,98.39,,,,,,,,,,,,,130,132,98.48,,,,17,18,94.44,,,,,,,70,70,100,60,62,96.77,,,,,,,,,,70,70,98,98,64,64,76,76,70,70,98,98,100,100,100,100,,,,,54,56,61,65,84.38,87.5,80.26,85.53
2011,,135,,ALLAMAKEE,1350118,ALLAMAKEE LEARNING CENTER (0135-0118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,132,98.48,61,62,98.39,,,,,,,,,,,,,130,132,98.48,,,,17,18,94.44,,,,,,,70,70,100,60,62,96.77,,,,,,,,,,70,70,98,98,64,64,76,76,70,70,98,98,100,100,100,100,,,,,54,56,61,65,84.38,87.5,80.26,85.53
2011,,171,,ALTA,1710172,ALTA SENIOR HIGH SCHOOL (0171-0172),,39,30,76.92,,,,,,,,,,,,,,,,,,,,,,,,,,39,46,84.78,12,19,63.16,,,,5,10,50,,,,,,,33,34,97.06,,,,,,,,,,,,,25,28,89.29,14,18,77.78,,,,,,,,,,43,43,35,35,38,38,27,27,43,43,32,32,100,100,91.42857143,91.42857143,,,,,31,26,22,23,81.58,68.42,81.48,85.19
2011,,225,,AMES,2250109,AMES HIGH SCHOOL (0225-0109),,309,239,77.35,,,,,,,,,,,,,,,,,,,,,,,,,,309,330,93.64,45,61,73.77,12,15,80,10,13,76.92,,,,26,26,100,247,262,94.27,14,14,100,21,33,63.64,,,,,,,157,166,94.58,152,164,92.68,,,,,,,,,,296,296,333,333,265,267,305,304,294,296,329,329,99.32432432,100,98.7987988,98.7987988,,,,,239,233,263,262,90.19,87.27,86.23,86.18
2011,,234,,ANAMOSA,2340109,ANAMOSA HIGH SCHOOL (0234-0109),,99,64,64.65,,,,,,,,,,,,,,,,,,,,,,,,,,99,108,91.67,30,33,90.91,,,,,,,,,,,,,96,103,93.2,,,,13,21,61.9,,,,,,,59,61,96.72,40,47,85.11,,,,,,,,,,87,87,92,92,78,78,84,84,87,87,92,92,100,100,100,100,,,,,67,68,77,62,85.9,87.18,91.67,73.81
2011,,243,,ANDREW,2430109,ANDREW HIGH SCHOOL (0243-0109),,25,11,44,,,,,,,,,,,,,,,,,,,,,,,,,,25,26,96.15,,,,,,,,,,,,,,,,25,26,96.15,,,,,,,,,,,,,14,14,100,11,12,91.67,,,,,,,,,,21,21,16,16,20,20,14,14,21,21,16,16,100,100,100,100,,,,,15,14,11,11,75,70,78.57,78.57
2011,,252,,ANITA,2520172,CAM HIGH SCHOOL (0252-0172),,45,34,75.56,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,100,17,17,100,,,,,,,,,,,,,42,42,100,,,,,,,,,,,,,23,23,100,22,22,100,,,,,,,,,,22,22,,,19,19,,,22,22,,,100,100,,,,,,,18,17,,,94.74,89.47,,
2011,,261,,ANKENY,2610109,ANKENY HIGH SCHOOL (0261-0109),,468,357,76.28,,,,,,,,,,,,,,,,,,,,,,,,,,469,505,92.87,42,56,75,,,,13,15,86.67,,,,,,,436,469,92.96,,,,36,53,67.92,,,,,,,254,266,95.49,215,239,89.96,,,,,,,,,,703,703,607,607,659,659,575,576,702,702,605,606,99.85775249,99.85775249,99.67051071,99.83525535,,,,,596,608,522,495,90.44,92.26,90.78,85.94
2011,,279,,APLINGTON-PARKERSBURG,2790109,APLINGTON PARKERSBURG HIGH SCHOOL (0279-0109),,50,33,66,,,,,,,,,,,,,,,,,,,,,,,,,,50,55,90.91,15,17,88.24,,,,,,,,,,,,,49,54,90.74,,,,,,,,,,,,,17,19,89.47,33,36,91.67,,,,,,,,,,50,50,59,59,46,46,59,59,50,50,59,59,100,100,100,100,,,,,39,36,42,41,84.78,78.26,71.19,69.49
2011,,279,,APLINGTON-PARKERSBURG,2790172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,55,90.91,15,17,88.24,,,,,,,,,,,,,49,54,90.74,,,,,,,,,,,,,17,19,89.47,33,36,91.67,,,,,,,,,,50,50,59,59,46,46,59,59,50,50,59,59,100,100,100,100,,,,,39,36,42,41,84.78,78.26,71.19,69.49
2011,,333,,ARMSTRONG-RINGSTED,3330109,ARMSTRONG-RINGSTED MIDDLE/HIGH SCHOOL (0333-0109),,16,12,75,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,100,,,,,,,,,,,,,,,,16,16,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,27,27,16,16,25,25,18,18,27,27,100,100,100,100,,,,,14,14,20,18,87.5,87.5,80,72
2011,,355,,AR-WE-VA,3550172,WESTSIDE JUNIOR-SENIOR HIGH SCHOOL (0355-0172),,22,18,81.82,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,100,,,,,,,,,,,,,,,,22,22,100,,,,,,,,,,,,,11,11,100,12,12,100,,,,,,,,,,16,16,15,15,16,16,14,14,16,16,15,15,100,100,100,100,,,,,14,16,12,10,87.5,100,85.71,71.43
2011,,387,,ATLANTIC,3870109,ATLANTIC HIGH SCHOOL (0387-0109),,106,78,73.58,,,,,,,,,,,,,,,,,,,,,,,,,,107,121,88.43,38,49,77.55,,,,,,,,,,,,,104,118,88.14,,,,14,23,60.87,,,,,,,46,53,86.79,61,68,89.71,,,,,,,,,,109,109,113,113,99,99,97,99,109,109,109,110,100,100,96.46017699,97.34513274,,,,,85,82,85,78,85.86,82.83,87.63,78.79
2011,,387,,ATLANTIC,3870118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,121,88.43,38,49,77.55,,,,,,,,,,,,,104,118,88.14,,,,14,23,60.87,,,,,,,46,53,86.79,61,68,89.71,,,,,,,,,,109,109,113,113,99,99,97,99,109,109,109,110,100,100,96.46017699,97.34513274,,,,,85,82,85,78,85.86,82.83,87.63,78.79
2011,,387,,ATLANTIC,3870308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,121,88.43,38,49,77.55,,,,,,,,,,,,,104,118,88.14,,,,14,23,60.87,,,,,,,46,53,86.79,61,68,89.71,,,,,,,,,,109,109,113,113,99,99,97,99,109,109,109,110,100,100,96.46017699,97.34513274,,,,,85,82,85,78,85.86,82.83,87.63,78.79
2011,,414,,AUDUBON,4140109,AUDUBON MIDDLE/HIGH SCHOOL (0414-0109),,57,50,87.72,,,,,,,,,,,,,,,,,,,,,,,,,,57,61,93.44,15,17,88.24,,,,,,,,,,,,,57,61,93.44,,,,,,,,,,,,,25,26,96.15,32,35,91.43,,,,,,,,,,31,31,45,45,28,28,44,44,31,31,45,45,100,100,100,100,,,,,24,24,39,35,85.71,85.71,88.64,79.55
2011,,423,,AURELIA,4230109,AURELIA HIGH SCHOOL (0423-0109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,91.67,,,,,,,,,,,,,,,,11,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,18,18,15,15,16,16,17,17,18,18,100,100,100,100,,,,,12,11,13,13,80,73.33,81.25,81.25
2011,,441,,A-H-S-T,4410172,A-H-S-T HIGH SCHOOL (0441-0172),,31,20,64.52,,,,,,,,,,,,,,,,,,,,,,,,,,31,36,86.11,14,18,77.78,,,,,,,,,,,,,29,33,87.88,,,,,,,,,,,,,18,19,94.74,13,17,76.47,,,,,,,,,,36,36,43,43,33,33,37,37,36,36,42,42,100,100,97.6744186,97.6744186,,,,,30,28,35,32,90.91,84.85,94.59,86.49
2011,,472,,BALLARD,4720109,BALLARD COMMUNITY SENIOR HIGH SCHOOL (0472-0109),,113,86,76.11,,,,,,,,,,,,,,,,,,,,,,,,,,113,116,97.41,19,21,90.48,,,,,,,,,,,,,106,108,98.15,,,,15,17,88.24,,,,,,,50,52,96.15,63,64,98.44,,,,,,,,,,119,119,128,129,107,107,116,117,119,119,127,128,100,100,99.21875,99.2248062,,,,,98,99,101,104,91.59,92.52,87.07,88.89
2011,,504,,BATTLE CREEK-IDA GROVE,5040109,BATTLE CREEK-IDA GROVE SENIOR HIGH SCHOOL (0504-0109),,73,59,80.82,,,,,,,,,,,,,,,,,,,,,,,,,,73,75,97.33,26,28,92.86,,,,,,,,,,,,,68,69,98.55,,,,10,12,83.33,,,,,,,35,37,94.59,38,38,100,,,,,,,,,,39,39,,,37,37,,,39,39,,,100,100,,,,,,,30,30,,,81.08,81.08,,
2011,,504,,BATTLE CREEK-IDA GROVE,5040118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,75,97.33,26,28,92.86,,,,,,,,,,,,,68,69,98.55,,,,10,12,83.33,,,,,,,35,37,94.59,38,38,100,,,,,,,,,,39,39,,,37,37,,,39,39,,,100,100,,,,,,,30,30,,,81.08,81.08,,
2011,,513,,BAXTER,5130172,BAXTER HIGH SCHOOL (0513-0172),,32,22,68.75,,,,,,,,,,,,,,,,,,,,,,,,,,33,36,91.67,,,,,,,,,,,,,,,,31,34,91.18,,,,,,,,,,,,,16,16,100,17,20,85,,,,,,,,,,35,35,33,33,30,30,28,28,35,35,33,33,100,100,100,100,,,,,26,26,23,22,86.67,86.67,82.14,78.57
2011,,540,,BCLUW,5400172,BCLUW HIGH SCHOOL (0540-0172),,39,26,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,39,42,92.86,,,,,,,,,,,,,,,,37,40,92.5,,,,,,,,,,,,,18,18,100,21,24,87.5,,,,,,,,,,46,46,44,44,43,43,41,42,46,46,43,44,100,100,97.72727273,100,,,,,37,41,34,37,86.05,95.35,82.93,88.1
2011,,549,,BEDFORD,5490109,BEDFORD HIGH SCHOOL (0549-0109),,37,27,72.97,,,,,,,,,,,,,,,,,,,,,,,,,,37,41,90.24,15,18,83.33,,,,,,,,,,,,,36,40,90,,,,,,,,,,,,,22,25,88,15,16,93.75,,,,,,,,,,40,40,38,38,35,34,32,32,38,37,37,37,95,92.5,97.36842105,97.36842105,,,,,32,29,28,28,91.43,85.29,87.5,87.5
2011,,576,,BELLE PLAINE,5760109,BELLE PLAINE JR/SR HIGH SCHOOL (0576-0109),,43,27,62.79,,,,,,,,,,,,,,,,,,,,,,,,,,43,48,89.58,11,12,91.67,,,,,,,,,,,,,41,45,91.11,,,,8,10,80,,,,,,,16,17,94.12,27,31,87.1,,,,,,,,,,47,47,30,30,45,45,26,26,46,46,30,30,97.87234043,97.87234043,100,100,,,,,38,38,20,17,84.44,84.44,76.92,65.38
2011,,585,,BELLEVUE,5850109,BELLEVUE HIGH SCHOOL (0585-0109),,46,36,78.26,,,,,,,,,,,,,,,,,,,,,,,,,,46,48,95.83,17,17,100,,,,,,,,,,,,,46,48,95.83,,,,,,,,,,,,,27,27,100,19,21,90.48,,,,,,,,,,50,50,53,53,50,50,50,50,50,50,53,53,100,100,100,100,,,,,47,45,32,37,94,90,64,74
2011,,594,,BELMOND-KLEMME,5940109,BELMOND-KLEMME COMMUNITY JR-SR HIGH SCHOOL (0594-0109),,50,35,70,,,,,,,,,,,,,,,,,,,,,,,,,,57,57,100,22,22,100,,,,10,10,100,,,,,,,44,44,100,,,,,,,,,,,,,27,27,100,30,30,100,,,,,,,,,,39,39,49,49,39,39,46,46,39,39,49,49,100,100,100,100,,,,,38,36,38,34,97.44,92.31,82.61,73.91
2011,,594,,BELMOND-KLEMME,5940118,BELMOND-KLEMME ALTERNATIVE SCHOOL (0594-0118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,57,100,22,22,100,,,,10,10,100,,,,,,,44,44,100,,,,,,,,,,,,,27,27,100,30,30,100,,,,,,,,,,39,39,49,49,39,39,46,46,39,39,49,49,100,100,100,100,,,,,38,36,38,34,97.44,92.31,82.61,73.91
2011,,609,,BENTON,6090109,BENTON COMMUNITY SENIOR HIGH SCHOOL (0609-0109),,123,86,69.92,,,,,,,,,,,,,,,,,,,,,,,,,,123,135,91.11,23,27,85.19,,,,,,,,,,,,,119,131,90.84,,,,9,14,64.29,,,,,,,65,66,98.48,58,69,84.06,,,,,,,,,,103,103,105,105,98,98,100,100,103,103,105,105,100,100,100,100,,,,,88,90,77,83,89.8,91.84,77,83
2011,,621,,BETTENDORF,6210109,BETTENDORF HIGH SCHOOL (0621-0109),,327,224,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,327,349,93.7,68,80,85,,,,20,22,90.91,,,,,,,289,308,93.83,,,,24,32,75,,,,,,,160,168,95.24,167,181,92.27,,,,,,,,,,321,321,314,314,289,289,287,287,318,317,313,313,99.06542056,98.75389408,99.68152866,99.68152866,,,,,257,252,243,242,88.93,87.2,84.67,84.32
2011,,657,,EDDYVILLE-BLAKESBURG,6570172,EDDYVILLE-BLAKESBURG JUNIOR-SENIOR HIGH SCHOOL (0657-0172),,45,32,71.11,,,,,,,,,,,,,,,,,,,,,,,,,,45,51,88.24,17,21,80.95,,,,,,,,,,,,,45,50,90,,,,,,,,,,,,,22,24,91.67,23,27,85.19,,,,,,,,,,58,58,62,62,57,57,50,50,58,58,62,62,100,100,100,100,,,,,46,42,36,31,80.7,73.68,72,62
2011,,720,,BONDURANT-FARRAR,7200172,BONDURANT-FARRAR HIGH SCHOOL (0720-0172),,94,69,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,94,96,97.92,21,23,91.3,,,,,,,,,,,,,91,92,98.91,,,,16,16,100,,,,,,,48,48,100,46,48,95.83,,,,,,,,,,117,117,98,98,103,103,85,85,116,116,98,98,99.14529915,99.14529915,100,100,,,,,81,85,66,74,78.64,82.52,77.65,87.06
2011,,729,,BOONE,7290109,BOONE HIGH SCHOOL (0729-0109),,139,104,74.82,,,,,,,,,,,,,,,,,,,,,,,,,,149,171,87.13,45,55,81.82,,,,,,,,,,,,,143,165,86.67,,,,24,30,80,,,,,,,69,79,87.34,80,92,86.96,,,,,,,,,,138,138,191,192,130,130,175,176,137,137,188,191,99.27536232,99.27536232,98.42931937,99.47916667,,,,,117,117,117,113,90,90,66.86,64.2
2011,,729,,BOONE,7290118,FUTURES (0729-0118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,171,87.13,45,55,81.82,,,,,,,,,,,,,143,165,86.67,,,,24,30,80,,,,,,,69,79,87.34,80,92,86.96,,,,,,,,,,138,138,191,192,130,130,175,176,137,137,188,191,99.27536232,99.27536232,98.42931937,99.47916667,,,,,117,117,117,113,90,90,66.86,64.2
2011,,747,,BOYDEN-HULL,7470109,BOYDEN-HULL HIGH SCHOOL (0747-0109),,47,33,70.21,,,,,,,,,,,,,,,,,,,,,,,,,,47,52,90.38,16,18,88.89,,,,,,,,,,,,,43,46,93.48,,,,,,,,,,,,,22,23,95.65,25,29,86.21,,,,,,,,,,46,46,53,53,43,43,52,52,45,45,53,53,97.82608696,97.82608696,100,100,,,,,38,40,43,42,88.37,93.02,82.69,80.77
2011,,819,,WEST HANCOCK,8190109,WEST HANCOCK HIGH SCHOOL (0819-0109),,40,27,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,41,44,93.18,16,18,88.89,,,,,,,,,,,,,35,38,92.11,,,,,,,,,,,,,23,24,95.83,18,20,90,,,,,,,,,,39,39,42,42,36,36,41,41,38,38,41,41,97.43589744,97.43589744,97.61904762,97.61904762,,,,,28,31,31,29,77.78,86.11,75.61,70.73
2011,,846,,BROOKLYN-GUERNSEY-MALCOM,8460109,BROOKLYN-GUERNSEY-MALCOM JR-SR HIGH SCHOOL (0846-0109),,41,30,73.17,,,,,,,,,,,,,,,,,,,,,,,,,,41,44,93.18,18,19,94.74,,,,,,,,,,,,,37,38,97.37,,,,,,,,,,,,,22,23,95.65,19,21,90.48,,,,,,,,,,47,47,43,43,42,42,43,43,47,47,43,43,100,100,100,100,,,,,38,35,29,28,90.48,83.33,67.44,65.12
2011,,873,,NORTH IOWA,8730109,NORTH IOWA HIGH SCHOOL (0873-0109),,38,25,65.79,,,,,,,,,,,,,,,,,,,,,,,,,,39,43,90.7,,,,,,,,,,,,,,,,38,41,92.68,,,,,,,,,,,,,18,20,90,21,23,91.3,,,,,,,,,,33,33,38,38,31,31,35,35,32,32,37,37,96.96969697,96.96969697,97.36842105,97.36842105,,,,,22,23,22,24,70.97,74.19,62.86,68.57
2011,,882,,BURLINGTON,8820109,BURLINGTON COMMUNITY HIGH SCHOOL (0882-0109),,222,159,71.62,,,,,,,,,,,,,,,,,,,,,,,,,,246,324,75.93,99,162,61.11,21,35,60,17,20,85,,,,,,,196,251,78.09,8,14,57.14,32,71,45.07,,,,,,,127,161,78.88,119,163,73.01,,,,,,,,,,300,300,294,294,277,277,262,262,300,300,290,290,100,100,98.63945578,98.63945578,,,,,223,217,169,175,80.51,78.34,64.5,66.79
2011,,882,,BURLINGTON,8820194,BURLINGTON ALTERNATIVE SCHOOL (0882-0194),,24,12,50,,,,,,,,,,,,,,,,,,,,,,,,,,246,324,75.93,99,162,61.11,21,35,60,17,20,85,,,,,,,196,251,78.09,8,14,57.14,32,71,45.07,,,,,,,127,161,78.88,119,163,73.01,,,,,,,,,,300,300,294,294,277,277,262,262,300,300,290,290,100,100,98.63945578,98.63945578,,,,,223,217,169,175,80.51,78.34,64.5,66.79
2011,,916,,CAL,9160109,CAL (0916-0109) COMMUNITY HIGH SCHOOL,,20,13,65,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,100,11,11,100,,,,,,,,,,,,,18,18,100,,,,,,,,,,,,,11,11,100,,,,,,,,,,,,,22,22,19,19,18,18,16,16,20,20,18,18,90.90909091,90.90909091,94.73684211,94.73684211,,,,,12,14,11,11,66.67,77.78,68.75,68.75
2011,,918,,CALAMUS-WHEATLAND,9180109,CALAMUS-WHEATLAND SECONDARY ATTENDANCE CENTER (0918-0109),,39,27,69.23,,,,,,,,,,,,,,,,,,,,,,,,,,39,42,92.86,10,12,83.33,,,,,,,,,,,,,38,41,92.68,,,,,,,,,,,,,22,23,95.65,17,19,89.47,,,,,,,,,,50,50,39,39,48,48,36,36,50,50,38,38,100,100,97.43589744,97.43589744,,,,,48,40,28,26,100,83.33,77.78,72.22
2011,,936,,CAMANCHE,9360109,CAMANCHE HIGH SCHOOL (0936-0109),,47,31,65.96,,,,,,,,,,,,,,,,,,,,,,,,,,47,63,74.6,8,18,44.44,,,,,,,,,,,,,44,59,74.58,,,,4,12,33.33,,,,,,,23,29,79.31,24,34,70.59,,,,,,,,,,73,73,83,83,67,67,78,78,73,73,83,83,100,100,100,100,,,,,57,55,55,61,85.07,82.09,70.51,78.21
